% Age (Ma)         ecc            prec           obl
  -29685.000       0.019660      -0.011807       0.404382
  -29680.000       0.014181      -0.012946       0.411798
  -29675.000       0.009292       0.000262       0.414618
  -29670.000       0.006317       0.004622       0.411485
  -29665.000       0.007724       0.007680       0.404293
  -29660.000       0.011898       0.006247       0.397102
  -29655.000       0.016726      -0.012079       0.394524
  -29650.000       0.021572      -0.016773       0.398167
  -29645.000       0.026078       0.014150       0.406175
  -29640.000       0.029852       0.026526       0.414287
  -29635.000       0.032889      -0.012351       0.417899
  -29630.000       0.035211      -0.033562       0.414897
  -29625.000       0.036380       0.008989       0.406138
  -29620.000       0.036444       0.035493       0.396115
  -29615.000       0.035417      -0.008480       0.390710
  -29610.000       0.033586      -0.032358       0.393462
  -29605.000       0.030767       0.008962       0.403176
  -29600.000       0.027328       0.025961       0.414058
  -29595.000       0.023681      -0.008294       0.420167
  -29590.000       0.020240      -0.018381       0.418152
  -29585.000       0.017250       0.009466       0.409033
  -29580.000       0.015433       0.010437       0.398088
  -29575.000       0.015400      -0.013855       0.391620
  -29570.000       0.016620      -0.003517       0.393594
  -29565.000       0.018686       0.018653       0.402234
  -29560.000       0.021169      -0.000203       0.411779
  -29555.000       0.023755      -0.023753       0.416706
  -29550.000       0.025968      -0.000493       0.414471
  -29545.000       0.027778       0.027742       0.407079
  -29540.000       0.029039       0.002045       0.399251
  -29535.000       0.029648      -0.029538       0.395830
  -29530.000       0.029366      -0.003039       0.398734
  -29525.000       0.028117       0.027870       0.405492
  -29520.000       0.025928       0.004422       0.411807
  -29515.000       0.022679      -0.022125       0.413774
  -29510.000       0.018343      -0.004641       0.410348
  -29505.000       0.013010       0.012604       0.403668
  -29500.000       0.007205       0.001001       0.397373
  -29495.000       0.002071      -0.001175       0.395617
  -29490.000       0.006982       0.004866       0.399752
  -29485.000       0.013992      -0.010983       0.407678
  -29480.000       0.020760      -0.013125       0.415108
  -29475.000       0.027202       0.020101       0.417365
  -29470.000       0.033174       0.023877       0.412724
  -29465.000       0.038454      -0.024839       0.403086
  -29460.000       0.042758      -0.033947       0.393707
  -29455.000       0.046211       0.026691       0.390826
  -29450.000       0.048876       0.041169       0.396750
  -29445.000       0.050741      -0.023935       0.408022
  -29440.000       0.051735      -0.047978       0.417596
  -29435.000       0.051895       0.013302       0.419990
  -29430.000       0.051305       0.050825       0.414203
  -29425.000       0.049851      -0.001440       0.403800
  -29420.000       0.047472      -0.047392       0.395030
  -29415.000       0.044139      -0.006077       0.392659
  -29410.000       0.040000       0.038929       0.397290
  -29405.000       0.034919       0.012415       0.405241
  -29400.000       0.029107      -0.024880       0.411945
  -29395.000       0.023102      -0.016724       0.414808
  -29390.000       0.018119       0.006437       0.412875
  -29385.000       0.016054       0.015694       0.407510
  -29380.000       0.018572       0.012967       0.401240
  -29375.000       0.024129      -0.010038       0.396982
  -29370.000       0.030867      -0.030185       0.397727
  -29365.000       0.037723       0.002144       0.403202
  -29360.000       0.044091       0.043972       0.410009
  -29355.000       0.049488       0.009889       0.413659
  -29350.000       0.053738      -0.051016       0.411190
  -29345.000       0.056708      -0.023134       0.404010
  -29340.000       0.058600       0.051439       0.397249
  -29335.000       0.059337       0.031975       0.396360
  -29330.000       0.059019      -0.047074       0.402326
  -29325.000       0.057651      -0.039217       0.410565
  -29320.000       0.055514       0.035861       0.415181
  -29315.000       0.052569       0.044099       0.413188
  -29310.000       0.048915      -0.021551       0.406316
  -29305.000       0.044523      -0.041832       0.399132
  -29300.000       0.039517       0.009738       0.395876
  -29295.000       0.033776       0.033467       0.397594
  -29290.000       0.027601       0.000357       0.402401
  -29285.000       0.021214      -0.020660       0.408116
  -29280.000       0.015453      -0.008631       0.412711
  -29275.000       0.012096       0.004170       0.414726
  -29270.000       0.013648       0.012797       0.412872
  -29265.000       0.018637       0.013410       0.406451
  -29260.000       0.024758      -0.012574       0.398083
  -29255.000       0.030711      -0.028252       0.392722
  -29250.000       0.036067       0.011428       0.394597
  -29245.000       0.040334       0.039074       0.403305
  -29240.000       0.043403      -0.007275       0.412989
  -29235.000       0.045100      -0.044970       0.417343
  -29230.000       0.045620      -0.000599       0.413918
  -29225.000       0.044955       0.044800       0.405752
  -29220.000       0.043259       0.005776       0.398855
  -29215.000       0.040625      -0.040018       0.397431
  -29210.000       0.037336      -0.008005       0.400829
  -29205.000       0.033467       0.032272       0.405125
  -29200.000       0.029248       0.009300       0.407411
  -29195.000       0.024723      -0.023095       0.407551
  -29190.000       0.020061      -0.007380       0.407004
  -29185.000       0.015448       0.014590       0.406525
  -29180.000       0.011102       0.002086       0.405395
  -29175.000       0.007880      -0.007711       0.403360
  -29170.000       0.007519       0.005675       0.401749
  -29165.000       0.010225       0.002643       0.402717
  -29160.000       0.013993      -0.013973       0.406568
  -29155.000       0.017794       0.000495       0.410283
  -29150.000       0.021092       0.021058       0.410158
  -29145.000       0.023600      -0.001645       0.405218
  -29140.000       0.025287      -0.025173       0.398741
  -29135.000       0.025919       0.003367       0.396222
  -29130.000       0.025532       0.025189       0.400260
  -29125.000       0.024055      -0.004589       0.408069
  -29120.000       0.021792      -0.021283       0.413860
  -29115.000       0.018886       0.004867       0.413871
  -29110.000       0.015655       0.014683       0.408782
  -29105.000       0.012576      -0.006678       0.402405
  -29100.000       0.010556      -0.006462       0.398571
  -29095.000       0.010556       0.010273       0.398254
  -29090.000       0.012455      -0.001320       0.400204
  -29085.000       0.015544      -0.014861       0.403078
  -29080.000       0.019017       0.007031       0.406607
  -29075.000       0.022472       0.020793       0.410564
  -29070.000       0.025745      -0.009121       0.413191
  -29065.000       0.028784      -0.027403       0.412037
  -29060.000       0.031442       0.007888       0.406269
  -29055.000       0.033517       0.032817       0.398588
  -29050.000       0.034979      -0.006054       0.394205
  -29045.000       0.035757      -0.035399       0.396647
  -29040.000       0.035706       0.003317       0.404385
  -29035.000       0.034590       0.034580       0.411752
  -29030.000       0.032500       0.001864       0.413919
  -29025.000       0.029379      -0.029086       0.410236
  -29020.000       0.025349      -0.005673       0.404192
  -29015.000       0.020364       0.019318       0.400317
  -29010.000       0.014955       0.006826       0.400437
  -29005.000       0.009631      -0.006764       0.403043
  -29000.000       0.006490      -0.006488       0.405389
  -28995.000       0.008916      -0.007105       0.406280
  -28990.000       0.014169       0.003616       0.406367
  -28985.000       0.019663       0.019624       0.406257
  -28980.000       0.024916       0.001649       0.405642
  -28975.000       0.029492      -0.029060       0.403846
  -28970.000       0.033277      -0.008670       0.401628
  -28965.000       0.036194       0.034045       0.401334
  -28960.000       0.038411       0.016020       0.404493
  -28955.000       0.039909      -0.034449       0.409587
  -28950.000       0.040752      -0.024423       0.412510
  -28945.000       0.040891       0.029672       0.410051
  -28940.000       0.040434       0.030726       0.402829
  -28935.000       0.039399      -0.022965       0.395655
  -28930.000       0.037741      -0.032207       0.394228
  -28925.000       0.035288       0.015998       0.400003
  -28920.000       0.032245       0.030038       0.408943
  -28915.000       0.028506      -0.007076       0.415170
  -28910.000       0.024109      -0.023975       0.415356
  -28905.000       0.019186      -0.001211       0.410184
  -28900.000       0.014231       0.013630       0.402899
  -28895.000       0.009899       0.006217       0.397245
  -28890.000       0.008106      -0.001601       0.395279
  -28885.000       0.010158      -0.009152       0.397337
  -28880.000       0.014174      -0.010196       0.402683
  -28875.000       0.018386       0.009892       0.409375
  -28870.000       0.022223       0.020275       0.414527
  -28865.000       0.025236      -0.007401       0.415071
  -28860.000       0.027375      -0.026880       0.409858
  -28855.000       0.028525       0.003120       0.401289
  -28850.000       0.028872       0.028837       0.394570
  -28845.000       0.028462       0.000079       0.394490
  -28840.000       0.027360      -0.027301       0.401147
  -28835.000       0.025720      -0.003829       0.409695
  -28830.000       0.023732       0.022984       0.414274
  -28825.000       0.021474       0.007408       0.412205
  -28820.000       0.018951      -0.017186       0.405506
  -28815.000       0.016284      -0.007540       0.399033
  -28810.000       0.013524       0.011945       0.397118
  -28805.000       0.010726       0.004584       0.400567
  -28800.000       0.007944      -0.007557       0.406609
  -28795.000       0.005845       0.000136       0.411399
  -28790.000       0.005464       0.004576       0.412241
  -28785.000       0.006979      -0.005867       0.408696
  -28780.000       0.009307      -0.003286       0.402460
  -28775.000       0.011605       0.011200       0.396694
  -28770.000       0.013539       0.002844       0.394985
  -28765.000       0.014702      -0.014440       0.399110
  -28760.000       0.015198      -0.003002       0.407468
  -28755.000       0.014786       0.014345       0.415392
  -28750.000       0.013581       0.004320       0.417984
  -28745.000       0.011611      -0.010569       0.413124
  -28740.000       0.009154      -0.004871       0.402847
  -28735.000       0.006362       0.004611       0.392962
  -28730.000       0.003844       0.003643       0.389751
  -28725.000       0.003444       0.002216       0.395472
  -28720.000       0.005733      -0.001237       0.406580
  -28715.000       0.008645      -0.008603       0.416383
  -28710.000       0.011531      -0.003693       0.419682
  -28705.000       0.014144       0.012195       0.415031
  -28700.000       0.016587       0.010795       0.405030
  -28695.000       0.018901      -0.012336       0.395193
  -28690.000       0.021228      -0.017733       0.391200
  -28685.000       0.023577       0.010352       0.395372
  -28680.000       0.025858       0.024576       0.404838
  -28675.000       0.027848      -0.004493       0.413722
  -28670.000       0.029635      -0.029635       0.416926
  -28665.000       0.030930      -0.004686       0.412827
  -28660.000       0.031698       0.030369       0.404068
  -28655.000       0.031697       0.012705       0.396183
  -28650.000       0.031089      -0.026820       0.394342
  -28645.000       0.029819      -0.018521       0.399616
  -28640.000       0.028345       0.018564       0.408234
  -28635.000       0.026885       0.023872       0.414612
  -28630.000       0.025939      -0.005180       0.414874
  -28625.000       0.025746      -0.025650       0.408840
  -28620.000       0.026492      -0.009186       0.399816
  -28615.000       0.027891       0.023315       0.393196
  -28610.000       0.029782       0.020830       0.393563
  -28605.000       0.031663      -0.018343       0.401319
  -28600.000       0.033309      -0.030250       0.412057
  -28595.000       0.034425       0.007900       0.419493
  -28590.000       0.035028       0.035018       0.418990
  -28585.000       0.035207       0.006252       0.409986
  -28580.000       0.035288      -0.032984       0.396988
  -28575.000       0.035325      -0.017748       0.387956
  -28570.000       0.035454       0.027482       0.389199
  -28565.000       0.035658       0.026966       0.400212
  -28560.000       0.036124      -0.017695       0.413916
  -28555.000       0.036590      -0.035065       0.422156
  -28550.000       0.037018       0.002398       0.420682
  -28545.000       0.037054       0.036694       0.410757
  -28540.000       0.036726       0.011398       0.398131
  -28535.000       0.036023      -0.032141       0.390103
  -28530.000       0.035206      -0.020582       0.391095
  -28525.000       0.034324       0.023802       0.399697
  -28520.000       0.033663       0.028707       0.410381
  -28515.000       0.033320      -0.010211       0.417434
  -28510.000       0.033381      -0.033308       0.417536
  -28505.000       0.033703      -0.005383       0.410724
  -28500.000       0.034154       0.032042       0.400600
  -28495.000       0.034396       0.016729       0.393103
  -28490.000       0.034210      -0.027370       0.393278
  -28485.000       0.033385      -0.023539       0.401432
  -28480.000       0.031824       0.018533       0.412403
  -28475.000       0.029752       0.027114       0.418913
  -28470.000       0.027412      -0.005416       0.416310
  -28465.000       0.025012      -0.024993       0.405622
  -28460.000       0.022922      -0.006425       0.393614
  -28455.000       0.021481       0.018538       0.389002
  -28450.000       0.020969       0.014877       0.395664
  -28445.000       0.021310      -0.010339       0.408866
  -28440.000       0.022169      -0.021617       0.419685
  -28435.000       0.022978      -0.000928       0.421614
  -28430.000       0.023603       0.022731       0.413873
  -28425.000       0.023916       0.010651       0.401233
  -28420.000       0.023885      -0.019395       0.391153
  -28415.000       0.023499      -0.016334       0.389216
  -28410.000       0.022930       0.013821       0.395847
  -28405.000       0.022204       0.019741       0.407002
  -28400.000       0.021443      -0.005850       0.417148
  -28395.000       0.020517      -0.020468       0.421646
  -28390.000       0.019289      -0.002539       0.418098
  -28385.000       0.017802       0.016993       0.407366
  -28380.000       0.015850       0.006734       0.394350
  -28375.000       0.013279      -0.011353       0.386869
  -28370.000       0.009961      -0.006160       0.390726
  -28365.000       0.006293       0.004021       0.404118
  -28360.000       0.002928       0.002928       0.418220
  -28355.000       0.003919       0.003916       0.423882
  -28350.000       0.008019       0.003530       0.417656
  -28345.000       0.012213      -0.009651       0.403698
  -28340.000       0.016073      -0.011043       0.391594
  -28335.000       0.019343       0.013351       0.389902
  -28330.000       0.021954       0.016795       0.398855
  -28325.000       0.023633      -0.013418       0.410864
  -28320.000       0.024367      -0.021626       0.417671
  -28315.000       0.024275       0.008166       0.416014
  -28310.000       0.023634       0.023159       0.408162
  -28305.000       0.022311      -0.001367       0.399337
  -28300.000       0.020549      -0.020475       0.394370
  -28295.000       0.018593      -0.004586       0.395407
  -28290.000       0.016692       0.014947       0.401741
  -28285.000       0.014853       0.009981       0.410494
  -28280.000       0.013282      -0.006104       0.417551
  -28275.000       0.012265      -0.012241       0.418916
  -28270.000       0.012275      -0.004754       0.412287
  -28265.000       0.013645       0.009273       0.399753
  -28260.000       0.016374       0.015036       0.388521
  -28255.000       0.019992      -0.003321       0.387055
  -28250.000       0.024216      -0.024213       0.397967
  -28245.000       0.028681      -0.005268       0.414305
  -28240.000       0.033129       0.030979       0.425399
  -28235.000       0.037049       0.018788       0.424466
  -28230.000       0.040212      -0.031539       0.412143
  -28225.000       0.042572      -0.029317       0.396284
  -28220.000       0.044006       0.030158       0.387127
  -28215.000       0.044209       0.033666       0.389971
  -28210.000       0.043225      -0.025416       0.401225
  -28205.000       0.041295      -0.035920       0.412780
  -28200.000       0.038599       0.013899       0.418630
  -28195.000       0.035155       0.034465       0.417155
  -28190.000       0.031297      -0.000447       0.410369
  -28185.000       0.027512      -0.027051       0.401774
  -28180.000       0.024110      -0.009724       0.395390
  -28175.000       0.021491       0.016506       0.394410
  -28170.000       0.019935       0.017074       0.399609
  -28165.000       0.019723      -0.003557       0.408671
  -28160.000       0.020920      -0.020562       0.416203
  -28155.000       0.023245      -0.011592       0.417042
  -28150.000       0.026297       0.018064       0.409959
  -28145.000       0.029789       0.025619       0.398760
  -28140.000       0.033461      -0.012334       0.391320
  -28135.000       0.037195      -0.035965       0.393821
  -28130.000       0.040653       0.005584       0.404882
  -28125.000       0.043553       0.043552       0.416697
  -28120.000       0.045640       0.005915       0.421222
  -28115.000       0.046986      -0.045499       0.415671
  -28110.000       0.047265      -0.016062       0.403584
  -28105.000       0.046327       0.042567       0.392653
  -28100.000       0.044200       0.018957       0.389830
  -28095.000       0.041102      -0.036326       0.396221
  -28090.000       0.036988      -0.019648       0.407234
  -28085.000       0.032077       0.025212       0.416516
  -28080.000       0.026611       0.019060       0.419931
  -28075.000       0.021066      -0.012106       0.416412
  -28070.000       0.015536      -0.014322       0.407621
  -28065.000       0.010609       0.000713       0.397542
  -28060.000       0.007435       0.006427       0.390950
  -28055.000       0.007916       0.007524       0.391993
  -28050.000       0.010875       0.001576       0.400687
  -28045.000       0.014472      -0.013174       0.412177
  -28040.000       0.017902      -0.010809       0.420024
  -28035.000       0.020997       0.014255       0.419468
  -28030.000       0.023705       0.019456       0.410691
  -28025.000       0.026147      -0.012860       0.398990
  -28020.000       0.027924      -0.025040       0.391857
  -28015.000       0.029169       0.012097       0.394042
  -28010.000       0.029852       0.027536       0.403162
  -28005.000       0.030085      -0.010502       0.412431
  -28000.000       0.029527      -0.028040       0.416012
  -27995.000       0.028338       0.008509       0.412490
  -27990.000       0.026677       0.025199       0.405000
  -27985.000       0.024672      -0.009750       0.398521
  -27980.000       0.022467      -0.019465       0.396948
  -27975.000       0.020468       0.012789       0.400579
  -27970.000       0.019079       0.012549       0.406795
  -27965.000       0.018335      -0.015713       0.412168
  -27960.000       0.018285      -0.006679       0.413920
  -27955.000       0.018772       0.018270       0.411107
  -27950.000       0.019515       0.002356       0.404503
  -27945.000       0.019960      -0.019951       0.397258
  -27940.000       0.020175       0.000970       0.393814
  -27935.000       0.020036       0.019925       0.397018
  -27930.000       0.019329      -0.002352       0.405897
  -27925.000       0.018066      -0.017954       0.415248
  -27920.000       0.016348       0.001301       0.419518
  -27915.000       0.014265       0.014243       0.415879
  -27910.000       0.011628      -0.000689       0.405928
  -27905.000       0.008686      -0.008570       0.395507
  -27900.000       0.005859       0.002778       0.390847
  -27895.000       0.004732       0.001554       0.394664
  -27890.000       0.006985      -0.006580       0.404081
  -27885.000       0.011271       0.006192       0.413199
  -27880.000       0.016351       0.013114       0.417506
  -27875.000       0.021504      -0.012869       0.415374
  -27870.000       0.026712      -0.021591       0.408599
  -27865.000       0.031677       0.018426       0.400889
  -27860.000       0.036115       0.029473       0.396061
  -27855.000       0.039761      -0.022847       0.396270
  -27850.000       0.042582      -0.035230       0.400863
  -27845.000       0.044289       0.023647       0.407278
  -27840.000       0.044746       0.039053       0.412111
  -27835.000       0.043988      -0.018936       0.412987
  -27830.000       0.042103      -0.039201       0.409560
  -27825.000       0.039198       0.011673       0.403694
  -27820.000       0.035333       0.034427       0.398953
  -27815.000       0.030804      -0.004380       0.398280
  -27810.000       0.025800      -0.025794       0.402320
  -27805.000       0.020712      -0.003388       0.408438
  -27800.000       0.015813       0.014168       0.412425
  -27795.000       0.012085       0.009622       0.411555
  -27790.000       0.011012      -0.000089       0.406006
  -27785.000       0.013326      -0.011328       0.399409
  -27780.000       0.017689      -0.014053       0.396347
  -27775.000       0.022946       0.009438       0.399045
  -27770.000       0.028451       0.027568       0.405916
  -27765.000       0.033916      -0.003438       0.412422
  -27760.000       0.039119      -0.039097       0.414750
  -27755.000       0.043789      -0.006462       0.411870
  -27750.000       0.047651       0.046276       0.405578
  -27745.000       0.050607       0.015378       0.399289
  -27740.000       0.052393      -0.049054       0.395783
  -27735.000       0.052898      -0.020644       0.396584
  -27730.000       0.052003       0.046938       0.401295
  -27725.000       0.049821       0.023881       0.408122
  -27720.000       0.046206      -0.038852       0.414251
  -27715.000       0.041443      -0.025326       0.416581
  -27710.000       0.035733       0.026142       0.413305
  -27705.000       0.029382       0.021971       0.405026
  -27700.000       0.022465      -0.013153       0.395962
  -27695.000       0.015494      -0.013702       0.391818
  -27690.000       0.008937       0.001537       0.395665
  -27685.000       0.005399       0.003765       0.405114
  -27680.000       0.008598       0.008414       0.413790
  -27675.000       0.014004       0.007685       0.416681
  -27670.000       0.019299      -0.013579       0.412664
  -27665.000       0.024183      -0.019287       0.404976
  -27660.000       0.028505       0.014921       0.398879
  -27655.000       0.032238       0.028631       0.397506
  -27650.000       0.035175      -0.014067       0.400441
  -27645.000       0.037425      -0.035213       0.404765
  -27640.000       0.038850       0.010749       0.408093
  -27635.000       0.039416       0.038463       0.409556
  -27630.000       0.038927      -0.006701       0.408941
  -27625.000       0.037586      -0.037202       0.406445
  -27620.000       0.035307       0.004825       0.402615
  -27615.000       0.032155       0.031740       0.399372
  -27610.000       0.028287      -0.006241       0.399394
  -27605.000       0.024162      -0.022902       0.403866
  -27600.000       0.020193       0.009301       0.410664
  -27595.000       0.017056       0.012974       0.414737
  -27590.000       0.015767      -0.013426       0.412375
  -27585.000       0.016685      -0.003909       0.404022
  -27580.000       0.019067       0.019065       0.394922
  -27575.000       0.021919      -0.004251       0.391991
  -27570.000       0.024756      -0.023628       0.397791
  -27565.000       0.026968       0.009166       0.408512
  -27560.000       0.028374       0.026787       0.416926
  -27555.000       0.029068      -0.008563       0.418166
  -27550.000       0.028963      -0.028052       0.412276
  -27545.000       0.027994       0.006004       0.403071
  -27540.000       0.026123       0.025607       0.395743
  -27535.000       0.023676      -0.004632       0.393300
  -27530.000       0.020472      -0.020056       0.396166
  -27525.000       0.016574       0.003621       0.402629
  -27520.000       0.012173       0.011597       0.410000
  -27515.000       0.008100      -0.004519       0.415750
  -27510.000       0.006430      -0.001503       0.416867
  -27505.000       0.009829       0.009008       0.411921
  -27500.000       0.015898      -0.009438       0.402446
  -27495.000       0.022534      -0.016884       0.393332
  -27490.000       0.029156       0.020432       0.391098
  -27485.000       0.035556       0.024786       0.397806
  -27480.000       0.041390      -0.029109       0.409057
  -27475.000       0.046252      -0.034521       0.417177
  -27470.000       0.049973       0.030651       0.416843
  -27465.000       0.052502       0.043366       0.408737
  -27460.000       0.053647      -0.028183       0.398626
  -27455.000       0.053319      -0.046244       0.393922
  -27450.000       0.051635       0.023813       0.397422
  -27445.000       0.048874       0.044828       0.405581
  -27440.000       0.044956      -0.013483       0.412269
  -27435.000       0.040200      -0.039592       0.413615
  -27430.000       0.034789       0.000910       0.409921
  -27425.000       0.029179       0.028868       0.403684
  -27420.000       0.023464       0.008465       0.398366
  -27415.000       0.018377      -0.014153       0.396260
  -27410.000       0.014988      -0.013814       0.397967
  -27405.000       0.015233      -0.002852       0.403770
  -27400.000       0.019132       0.014848       0.411438
  -27395.000       0.025252       0.021681       0.417106
  -27390.000       0.032187      -0.008924       0.416957
  -27385.000       0.039287      -0.039110       0.408969
  -27380.000       0.046162      -0.001417       0.396756
  -27375.000       0.052618       0.052314       0.388045
  -27370.000       0.058075       0.009259       0.389734
  -27365.000       0.062310      -0.060821       0.401650
  -27360.000       0.065271      -0.019587       0.415671
  -27355.000       0.066864       0.061218       0.423028
  -27350.000       0.066639       0.033572       0.419483
  -27345.000       0.064796      -0.052638       0.407846
  -27340.000       0.061517      -0.039188       0.395615
  -27335.000       0.057026       0.041919       0.390007
  -27330.000       0.051296       0.037176       0.393318
  -27325.000       0.044808      -0.027585       0.401894
  -27320.000       0.037847      -0.032773       0.410662
  -27315.000       0.030862       0.009871       0.415494
  -27310.000       0.024064       0.024025       0.415171
  -27305.000       0.018383       0.005828       0.410366
  -27300.000       0.015166      -0.010028       0.402567
  -27295.000       0.015888      -0.015706       0.395785
  -27290.000       0.019731      -0.005427       0.394023
  -27285.000       0.025189       0.021251       0.398990
  -27280.000       0.030943       0.021727       0.408450
  -27275.000       0.036696      -0.021151       0.415882
  -27270.000       0.042106      -0.037744       0.416148
  -27265.000       0.046929       0.015335       0.408544
  -27260.000       0.050701       0.049162       0.397668
  -27255.000       0.053477      -0.010610       0.391575
  -27250.000       0.055087      -0.054313       0.395065
  -27245.000       0.055400       0.006817       0.405818
  -27240.000       0.054222       0.054132       0.416094
  -27235.000       0.051709       0.000910       0.419167
  -27230.000       0.047956      -0.047792       0.413526
  -27225.000       0.043172      -0.005397       0.402708
  -27220.000       0.037460       0.037128       0.393405
  -27215.000       0.031197       0.003577       0.390828
  -27210.000       0.024655      -0.024573       0.396068
  -27205.000       0.018025      -0.000639       0.405651
  -27200.000       0.011771       0.011718       0.414458
  -27195.000       0.006999      -0.003411       0.418925
  -27190.000       0.006400      -0.001548       0.416828
  -27185.000       0.009758       0.009487       0.408860
  -27180.000       0.014043      -0.005327       0.398280
  -27175.000       0.018079      -0.016274       0.390276
  -27170.000       0.021436       0.009995       0.390352
  -27165.000       0.024336       0.021406       0.398971
  -27160.000       0.026538      -0.012129       0.411225
  -27155.000       0.028036      -0.025532       0.419885
  -27150.000       0.028680       0.010590       0.419673
  -27145.000       0.028681       0.026876       0.410960
  -27140.000       0.027997      -0.010350       0.398998
  -27135.000       0.026616      -0.023988       0.391728
  -27130.000       0.024776       0.013214       0.393744
  -27125.000       0.022851       0.017415       0.402558
  -27120.000       0.021266      -0.016257       0.411670
  -27115.000       0.020460      -0.009943       0.415261
  -27110.000       0.021011       0.020109       0.412141
  -27105.000       0.022770       0.002193       0.405098
  -27100.000       0.025410      -0.025354       0.398789
  -27095.000       0.028344       0.005389       0.396986
  -27090.000       0.031206       0.030056       0.399969
  -27085.000       0.033611      -0.010268       0.405748
  -27080.000       0.035332      -0.033663       0.411217
  -27075.000       0.036375       0.010067       0.413689
  -27070.000       0.036602       0.035611       0.411689
  -27065.000       0.036151      -0.006518       0.405340
  -27060.000       0.034855      -0.034532       0.397610
  -27055.000       0.032918       0.003295       0.392990
  -27050.000       0.030212       0.030158       0.395342
  -27045.000       0.026843       0.000103       0.404370
  -27040.000       0.022764      -0.022659       0.414819
  -27035.000       0.018099      -0.004012       0.420359
  -27030.000       0.012850       0.011925       0.417068
  -27025.000       0.007115       0.004266       0.406503
  -27020.000       0.002711       0.000823       0.395008
  -27015.000       0.007507      -0.000432       0.389626
  -27010.000       0.014394      -0.014253       0.393755
  -27005.000       0.021532      -0.005039       0.403868
  -27000.000       0.028469       0.026963       0.413403
  -26995.000       0.034865       0.014121       0.417519
  -26990.000       0.040556      -0.035587       0.415047
  -26985.000       0.045352      -0.024380       0.408441
  -26980.000       0.048927       0.039836       0.401274
  -26975.000       0.051291       0.031394       0.396739
  -26970.000       0.052354      -0.040172       0.396494
  -26965.000       0.052171      -0.035332       0.400329
  -26960.000       0.050682       0.034961       0.406369
  -26955.000       0.048257       0.037654       0.411581
  -26950.000       0.044920      -0.024352       0.413267
  -26945.000       0.040860      -0.036661       0.410156
  -26940.000       0.036183       0.012090       0.403844
  -26935.000       0.031126       0.030373       0.398358
  -26930.000       0.025922      -0.002118       0.397663
  -26925.000       0.020790      -0.020654       0.402622
  -26920.000       0.016016      -0.006409       0.409558
  -26915.000       0.012384       0.007815       0.413491
  -26910.000       0.011557       0.011547       0.411598
  -26905.000       0.014243       0.007082       0.404869
  -26900.000       0.018970      -0.012335       0.398000
  -26895.000       0.024415      -0.021317       0.395835
  -26890.000       0.029814       0.011001       0.399808
  -26885.000       0.034875       0.033623       0.407104
  -26880.000       0.039284      -0.006558       0.412951
  -26875.000       0.042758      -0.042640       0.414411
  -26870.000       0.045119      -0.000173       0.411244
  -26865.000       0.046377       0.046284       0.405453
  -26860.000       0.046332       0.004885       0.399798
  -26855.000       0.045036      -0.044615       0.396515
  -26850.000       0.042603      -0.006797       0.396916
  -26845.000       0.039268       0.038584       0.401083
  -26840.000       0.035169       0.007883       0.407817
  -26835.000       0.030376      -0.029174       0.414175
  -26830.000       0.025246      -0.008489       0.416640
  -26825.000       0.019974       0.018392       0.413111
  -26820.000       0.014835       0.006325       0.404691
  -26815.000       0.009731      -0.008845       0.396199
  -26810.000       0.005073      -0.001400       0.393123
  -26805.000       0.001949       0.001408       0.397648
  -26800.000       0.004357      -0.004097       0.406413
  -26795.000       0.008031       0.003730       0.413382
  -26790.000       0.011451       0.010180       0.414662
  -26785.000       0.014382      -0.006147       0.410464
  -26780.000       0.016849      -0.015333       0.404531
  -26775.000       0.018880       0.007827       0.400736
  -26770.000       0.020304       0.018383       0.400416
  -26765.000       0.021072      -0.009351       0.402399
  -26760.000       0.021353      -0.018715       0.404775
  -26755.000       0.021198       0.011331       0.406768
  -26750.000       0.020684       0.016486       0.408211
  -26745.000       0.019991      -0.013826       0.408578
  -26740.000       0.019607      -0.012002       0.407000
  -26735.000       0.019682       0.017354       0.403478
  -26730.000       0.020357       0.006375       0.400256
  -26725.000       0.021604      -0.021348       0.400427
  -26720.000       0.023251      -0.000733       0.405090
  -26715.000       0.024921       0.024900       0.411314
  -26710.000       0.026325      -0.001736       0.414164
  -26705.000       0.027436      -0.027376       0.410798
  -26700.000       0.028037       0.001424       0.402763
  -26695.000       0.028124       0.028109       0.395618
  -26690.000       0.027589      -0.000296       0.394764
  -26685.000       0.026623      -0.026606       0.400839
  -26680.000       0.025157      -0.002987       0.409427
  -26675.000       0.023237       0.022570       0.415022
  -26670.000       0.020787       0.007754       0.415174
  -26665.000       0.017969      -0.015318       0.410800
  -26660.000       0.014835      -0.010145       0.404744
  -26655.000       0.011596       0.005840       0.399589
  -26650.000       0.009033       0.009019       0.396635
  -26645.000       0.008996       0.005156       0.396922
  -26640.000       0.012164      -0.005027       0.400940
  -26635.000       0.017245      -0.017147       0.407880
  -26630.000       0.022981      -0.002351       0.414808
  -26625.000       0.028843       0.027836       0.417409
  -26620.000       0.034383       0.013300       0.413179
  -26615.000       0.039464      -0.034703       0.403739
  -26610.000       0.043631      -0.023330       0.394966
  -26605.000       0.046869       0.038342       0.393124
  -26600.000       0.048908       0.030274       0.399496
  -26595.000       0.049766      -0.036439       0.409168
  -26590.000       0.049365      -0.037365       0.415137
  -26585.000       0.047938       0.026571       0.413970
