% Age (Ma)         ecc            prec           obl
  -50810.000       0.032363       0.031877       0.396674
  -50805.000       0.036037      -0.001989       0.407740
  -50800.000       0.038881      -0.038780       0.416212
  -50795.000       0.040806      -0.008211       0.416560
  -50790.000       0.041874       0.039774       0.409149
  -50785.000       0.042229       0.016978       0.399178
  -50780.000       0.041827      -0.036905       0.392806
  -50775.000       0.040791      -0.021838       0.393313
  -50770.000       0.039248       0.031227       0.399484
  -50765.000       0.037314       0.025684       0.407725
  -50760.000       0.034924      -0.022045       0.414243
  -50755.000       0.032136      -0.027522       0.416243
  -50750.000       0.028973       0.011337       0.412452
  -50745.000       0.025385       0.024510       0.403793
  -50740.000       0.021361      -0.002683       0.394403
  -50735.000       0.016948      -0.016936       0.390192
  -50730.000       0.012715      -0.003685       0.394777
  -50725.000       0.009823       0.006997       0.405733
  -50720.000       0.009910       0.009826       0.415669
  -50715.000       0.012995       0.004932       0.418236
  -50710.000       0.017203      -0.013337       0.412007
  -50705.000       0.021522      -0.016069       0.401414
  -50700.000       0.025449       0.015416       0.394031
  -50695.000       0.028698       0.023568       0.394548
  -50690.000       0.030897      -0.016727       0.401421
  -50685.000       0.032032      -0.027676       0.408748
  -50680.000       0.032292       0.014977       0.411713
  -50675.000       0.031612       0.028606       0.409561
  -50670.000       0.030118      -0.012131       0.404686
  -50665.000       0.027974      -0.025664       0.400492
  -50660.000       0.025474       0.010461       0.399077
  -50655.000       0.022628       0.020377       0.400764
  -50650.000       0.019729      -0.009337       0.404619
  -50645.000       0.017003      -0.014332       0.408795
  -50640.000       0.014794       0.009339       0.411116
  -50635.000       0.013296       0.008728       0.409554
  -50630.000       0.012871      -0.011332       0.404034
  -50625.000       0.013581      -0.003438       0.397368
  -50620.000       0.015055       0.015030       0.394226
  -50615.000       0.016852      -0.001594       0.397827
  -50610.000       0.018660      -0.018308       0.406379
  -50605.000       0.020290       0.004933       0.414393
  -50600.000       0.021241       0.020511       0.416606
  -50595.000       0.021477      -0.005941       0.411475
  -50590.000       0.020906      -0.019833       0.402264
  -50585.000       0.019501       0.007288       0.394633
  -50580.000       0.017112       0.015227       0.393266
  -50575.000       0.013963      -0.007841       0.398221
  -50570.000       0.010499      -0.007276       0.405760
  -50565.000       0.007497       0.007009       0.411684
  -50560.000       0.007024      -0.002339       0.413386
  -50555.000       0.010148      -0.006617       0.410946
  -50550.000       0.014748       0.012969       0.405902
  -50545.000       0.019647       0.007606       0.400647
  -50540.000       0.024434      -0.022959       0.397598
  -50535.000       0.028985      -0.009444       0.398061
  -50530.000       0.032941       0.031028       0.401821
  -50525.000       0.036442       0.013450       0.406805
  -50520.000       0.039402      -0.035760       0.410187
  -50515.000       0.041795      -0.020037       0.409967
  -50510.000       0.043451       0.036692       0.406311
  -50505.000       0.044420       0.025840       0.401777
  -50500.000       0.044527      -0.034958       0.399517
  -50495.000       0.043755      -0.028797       0.401184
  -50490.000       0.041917       0.029829       0.405350
  -50485.000       0.039041       0.029437       0.408725
  -50480.000       0.035056      -0.020692       0.408699
  -50475.000       0.030140      -0.025993       0.405198
  -50470.000       0.024266       0.009616       0.400901
  -50465.000       0.017921       0.017534       0.398971
  -50460.000       0.012326       0.002317       0.400800
  -50455.000       0.010483      -0.006107       0.405024
  -50450.000       0.014449      -0.014440       0.408790
  -50445.000       0.021200      -0.007653       0.410189
  -50440.000       0.028321       0.024085       0.408746
  -50435.000       0.035150       0.021956       0.405436
  -50430.000       0.041218      -0.029930       0.401691
  -50425.000       0.046341      -0.034015       0.398746
  -50420.000       0.050316       0.032074       0.397955
  -50415.000       0.053195       0.042791       0.400240
  -50410.000       0.054912      -0.029801       0.405347
  -50405.000       0.055563      -0.048878       0.410936
  -50400.000       0.055234       0.021824       0.413665
  -50395.000       0.053945       0.051337       0.411346
  -50390.000       0.051756      -0.011651       0.404701
  -50385.000       0.048672      -0.048082       0.397581
  -50380.000       0.044763       0.004364       0.394556
  -50375.000       0.040028       0.040006       0.397562
  -50370.000       0.034567       0.001749       0.404193
  -50365.000       0.028378      -0.027980       0.410008
  -50360.000       0.021618      -0.007042       0.411957
  -50355.000       0.014704       0.012105       0.409832
  -50350.000       0.009271       0.008570       0.405822
  -50345.000       0.009573       0.005099       0.402120
  -50340.000       0.015297      -0.007294       0.400063
  -50335.000       0.022286      -0.021441       0.399937
  -50330.000       0.029039       0.004620       0.401393
  -50325.000       0.035080       0.034965       0.404198
  -50320.000       0.040042      -0.000812       0.407313
  -50315.000       0.043830      -0.043800       0.408974
  -50310.000       0.046298      -0.004143       0.407693
  -50305.000       0.047301       0.046881       0.403811
  -50300.000       0.047074       0.007639       0.400095
  -50295.000       0.045657      -0.044872       0.399697
  -50290.000       0.043229      -0.009068       0.403419
  -50285.000       0.039805       0.038585       0.408474
  -50280.000       0.035770       0.010256       0.410662
  -50275.000       0.031188      -0.029546       0.407816
  -50270.000       0.026260      -0.008635       0.401596
  -50265.000       0.021081       0.020149       0.396769
  -50260.000       0.016045       0.003065       0.397146
  -50255.000       0.011466      -0.011457       0.402567
  -50250.000       0.008601       0.004239       0.409170
  -50245.000       0.009424       0.004018       0.412699
  -50240.000       0.013127      -0.013070       0.411600
  -50235.000       0.017642       0.001062       0.406874
  -50230.000       0.021952       0.021721       0.401235
  -50225.000       0.025948      -0.005153       0.397183
  -50220.000       0.029087      -0.028239       0.395972
  -50215.000       0.031180       0.008427       0.398388
  -50210.000       0.032195       0.030754       0.403937
  -50205.000       0.032087      -0.009846       0.410775
  -50200.000       0.030753      -0.029265       0.415268
  -50195.000       0.028183       0.008754       0.414082
  -50190.000       0.024838       0.023356       0.406865
  -50185.000       0.020809      -0.008659       0.397060
  -50180.000       0.016478      -0.013676       0.391317
  -50175.000       0.012552       0.009796       0.393986
  -50170.000       0.010624       0.002104       0.403309
  -50165.000       0.011737      -0.011252       0.412618
  -50160.000       0.015243       0.008321       0.415628
  -50155.000       0.019854       0.015121       0.411272
  -50150.000       0.024632      -0.016927       0.403204
  -50145.000       0.029224      -0.020699       0.397271
  -50140.000       0.033496       0.023879       0.397060
  -50135.000       0.037485       0.026656       0.401297
  -50130.000       0.040770      -0.027599       0.406292
  -50125.000       0.043351      -0.033341       0.408898
  -50120.000       0.045083       0.027007       0.408519
  -50115.000       0.045939       0.038116       0.406016
  -50110.000       0.045631      -0.023728       0.402503
  -50105.000       0.044072      -0.038531       0.399409
  -50100.000       0.041298       0.018835       0.398471
  -50095.000       0.037295       0.033894       0.401433
  -50090.000       0.032147      -0.011389       0.407522
  -50085.000       0.025884      -0.025062       0.413139
  -50080.000       0.019090       0.001533       0.413924
  -50075.000       0.012428       0.012055       0.407580
  -50070.000       0.008266       0.006925       0.397430
  -50065.000       0.010873       0.003285       0.390472
  -50060.000       0.017341      -0.013552       0.392584
  -50055.000       0.024383      -0.018275       0.403086
  -50050.000       0.031221       0.017354       0.414383
  -50045.000       0.037436       0.033580       0.419305
  -50040.000       0.042715      -0.014146       0.415150
  -50035.000       0.047131      -0.045772       0.404908
  -50030.000       0.050826       0.008720       0.395264
  -50025.000       0.053735       0.053355       0.391612
  -50020.000       0.055757      -0.003572       0.395144
  -50015.000       0.056905      -0.056904       0.402734
  -50010.000       0.057224      -0.005036       0.410161
  -50005.000       0.056630       0.055663       0.414367
  -50000.000       0.055050       0.015438       0.413698
  -49995.000       0.052393      -0.048733       0.408381
  -49990.000       0.048728      -0.021393       0.400532
  -49985.000       0.043918       0.038061       0.394534
  -49980.000       0.038145       0.021316       0.394437
  -49975.000       0.031532      -0.024210       0.400842
  -49970.000       0.024725      -0.018901       0.409790
  -49965.000       0.018237       0.007020       0.414841
  -49960.000       0.013740       0.013614       0.412571
  -49955.000       0.013765       0.010046       0.404374
  -49950.000       0.018092      -0.005070       0.396040
  -49945.000       0.023965      -0.023946       0.394257
  -49940.000       0.030005      -0.003223       0.400101
  -49935.000       0.035319       0.034389       0.409027
  -49930.000       0.039698       0.013530       0.414541
  -49925.000       0.043093      -0.038673       0.412877
  -49920.000       0.045602      -0.023774       0.405578
  -49915.000       0.047133       0.038371       0.397461
  -49910.000       0.047762       0.029767       0.393802
  -49905.000       0.047575      -0.035703       0.396608
  -49900.000       0.046701      -0.032915       0.403712
  -49895.000       0.045160       0.029540       0.411139
  -49890.000       0.042953       0.034748       0.415164
  -49885.000       0.040031      -0.020876       0.413914
  -49880.000       0.036589      -0.032381       0.407601
  -49875.000       0.032424       0.014049       0.398839
  -49870.000       0.027592       0.024910       0.392238
  -49865.000       0.022261      -0.010147       0.392131
  -49860.000       0.016681      -0.014473       0.399663
  -49855.000       0.010966       0.006323       0.410543
  -49850.000       0.005677       0.003362       0.418166
  -49845.000       0.004129      -0.003568       0.417732
  -49840.000       0.007845       0.007251       0.409150
  -49835.000       0.012198       0.002481       0.397999
  -49830.000       0.016103      -0.016011       0.391595
  -49825.000       0.019099      -0.000905       0.394078
  -49820.000       0.021218       0.021214       0.402854
  -49815.000       0.022390       0.000407       0.411072
  -49810.000       0.022812      -0.022798       0.413810
  -49805.000       0.022473      -0.001119       0.410386
  -49800.000       0.021482       0.021463       0.404134
  -49795.000       0.020086       0.000105       0.399468
  -49790.000       0.018522      -0.018496       0.398687
  -49785.000       0.016932       0.002335       0.401481
  -49780.000       0.015549       0.015054       0.405670
  -49775.000       0.014775      -0.005803       0.409004
  -49770.000       0.014885      -0.012505       0.409849
  -49765.000       0.015951       0.010786       0.407370
  -49760.000       0.017788       0.011179       0.402368
  -49755.000       0.020324      -0.017255       0.397461
  -49750.000       0.023090      -0.010258       0.396402
  -49745.000       0.025762       0.023762       0.401182
  -49740.000       0.028136       0.010072       0.409409
  -49735.000       0.030033      -0.027952       0.415700
  -49730.000       0.031192      -0.012193       0.415216
  -49725.000       0.031396       0.028515       0.407540
  -49720.000       0.030762       0.013311       0.397227
  -49715.000       0.029138      -0.026148       0.391318
  -49710.000       0.026618      -0.012319       0.394113
  -49705.000       0.023329       0.019925       0.403216
  -49700.000       0.019645       0.012241       0.412305
  -49695.000       0.015673      -0.010058       0.415982
  -49690.000       0.012041      -0.011173       0.413147
  -49685.000       0.009526      -0.000965       0.406533
  -49680.000       0.009444       0.007241       0.400035
  -49675.000       0.011723       0.010787       0.396775
  -49670.000       0.015160      -0.001488       0.397433
  -49665.000       0.018937      -0.018794       0.400998
  -49660.000       0.022835      -0.006812       0.405884
  -49655.000       0.026727       0.023895       0.409966
  -49650.000       0.030615       0.017589       0.411316
  -49645.000       0.034383      -0.025274       0.408865
  -49640.000       0.037856      -0.028576       0.403651
  -49635.000       0.040790       0.023946       0.399062
  -49630.000       0.043184       0.036637       0.398559
  -49625.000       0.044771      -0.021018       0.402678
  -49620.000       0.045465      -0.041718       0.408145
  -49615.000       0.045027       0.014064       0.410491
  -49610.000       0.043564       0.042460       0.407698
  -49605.000       0.040967      -0.005653       0.401866
  -49600.000       0.037568      -0.037520       0.397877
  -49595.000       0.033434      -0.001794       0.399216
  -49590.000       0.029056       0.028461       0.404888
  -49585.000       0.024793       0.009993       0.410409
  -49580.000       0.021296      -0.016265       0.411855
  -49575.000       0.019028      -0.016514       0.408616
  -49570.000       0.018548       0.002745       0.403158
  -49565.000       0.019548       0.019227       0.399073
  -49560.000       0.021496       0.009386       0.398283
  -49555.000       0.023713      -0.018501       0.400238
  -49550.000       0.025888      -0.019809       0.403548
  -49545.000       0.027890       0.013862       0.407045
  -49540.000       0.029848       0.028038       0.409936
  -49535.000       0.031561      -0.005911       0.411092
  -49530.000       0.033045      -0.033021       0.409145
  -49525.000       0.034157      -0.003136       0.404174
  -49520.000       0.034944       0.034280       0.398506
  -49515.000       0.035170       0.009597       0.395928
  -49510.000       0.034812      -0.032732       0.398736
  -49505.000       0.033582      -0.013684       0.405170
  -49500.000       0.031543       0.027650       0.410635
  -49495.000       0.028662       0.015883       0.411460
  -49490.000       0.025111      -0.019655       0.407746
  -49485.000       0.020921      -0.014227       0.402955
  -49480.000       0.016421       0.011002       0.400796
  -49475.000       0.011882       0.009739       0.402087
  -49470.000       0.007605      -0.002679       0.404414
  -49465.000       0.004412      -0.004297       0.405109
  -49460.000       0.004300      -0.004049       0.403844
  -49455.000       0.006406      -0.001217       0.402651
  -49450.000       0.008633       0.007821       0.403362
  -49445.000       0.010262       0.005790       0.405459
  -49440.000       0.011299      -0.008263       0.406848
  -49435.000       0.011727      -0.009145       0.406240
  -49430.000       0.011784       0.006011       0.404495
  -49425.000       0.011484       0.010620       0.403548
  -49420.000       0.010980      -0.002604       0.404128
  -49415.000       0.010144      -0.010104       0.404959
  -49410.000       0.009110      -0.000524       0.404268
  -49405.000       0.007761       0.007620       0.402089
  -49400.000       0.006021       0.001859       0.400689
  -49395.000       0.003667      -0.003325       0.402152
  -49390.000       0.000887      -0.000620       0.405995
  -49385.000       0.002464      -0.002258       0.409273
  -49380.000       0.006070      -0.003058       0.409310
  -49375.000       0.009886       0.008081       0.406103
  -49370.000       0.013610       0.008517       0.402160
  -49365.000       0.017090      -0.012700       0.400300
  -49360.000       0.020144      -0.014223       0.401162
  -49355.000       0.022620       0.014969       0.402974
  -49350.000       0.024474       0.019534       0.403974
  -49345.000       0.025451      -0.013461       0.404170
  -49340.000       0.025755      -0.023161       0.404945
  -49335.000       0.025520       0.008087       0.406899
  -49330.000       0.025081       0.024759       0.408668
  -49325.000       0.024495       0.000805       0.408121
  -49320.000       0.024168      -0.023455       0.404561
  -49315.000       0.024188      -0.010635       0.399929
  -49310.000       0.024681       0.019499       0.397590
  -49305.000       0.025486       0.019311       0.399484
  -49300.000       0.026456      -0.012982       0.404265
  -49295.000       0.027367      -0.026057       0.408482
  -49290.000       0.028259       0.002976       0.409663
  -49285.000       0.029012       0.028867       0.407820
  -49280.000       0.029811       0.008893       0.404863
  -49275.000       0.030780      -0.026963       0.402715
  -49270.000       0.032188      -0.020653       0.401849
  -49265.000       0.033863       0.021421       0.401748
  -49260.000       0.035761       0.031236       0.401960
  -49255.000       0.037592      -0.012816       0.402883
  -49250.000       0.039322      -0.038554       0.404861
  -49245.000       0.040644       0.002064       0.406988
  -49240.000       0.041438       0.041247       0.407575
  -49235.000       0.041418       0.009908       0.405714
  -49230.000       0.040812      -0.037805       0.402656
  -49225.000       0.039718      -0.020217       0.401135
  -49220.000       0.038486       0.029415       0.402708
  -49215.000       0.037309       0.029071       0.406074
  -49210.000       0.036542      -0.016290       0.407981
  -49205.000       0.036332      -0.035289       0.406183
  -49200.000       0.036819       0.001018       0.401696
  -49195.000       0.037782       0.037293       0.398355
  -49190.000       0.038946       0.012680       0.399479
  -49185.000       0.040019      -0.035218       0.404642
  -49180.000       0.040811      -0.025085       0.410057
  -49175.000       0.041065       0.027616       0.411884
  -49170.000       0.040939       0.034527       0.409034
  -49165.000       0.040433      -0.015935       0.403537
  -49160.000       0.039743      -0.038514       0.398745
  -49155.000       0.038938       0.003683       0.397038
  -49150.000       0.038192       0.038111       0.398654
  -49145.000       0.037452       0.008539       0.402484
  -49140.000       0.036881      -0.033927       0.407223
  -49135.000       0.036275      -0.019903       0.411225
  -49130.000       0.035427       0.025566       0.412591
  -49125.000       0.034190       0.027709       0.409760
  -49120.000       0.032645      -0.014244       0.403142
  -49115.000       0.030825      -0.029579       0.396236
  -49110.000       0.028971       0.003177       0.393801
  -49105.000       0.027323       0.027217       0.398146
  -49100.000       0.026158       0.008336       0.406644
  -49095.000       0.025829      -0.021536       0.413360
  -49090.000       0.026307      -0.019701       0.413758
  -49085.000       0.027324       0.012999       0.407887
  -49080.000       0.028520       0.027131       0.400279
  -49075.000       0.029576      -0.005291       0.396532
  -49070.000       0.030144      -0.030073       0.398899
  -49065.000       0.030047      -0.001213       0.404729
  -49060.000       0.029186       0.028833       0.409325
  -49055.000       0.027619       0.007447       0.409778
  -49050.000       0.025477      -0.023557       0.406412
  -49045.000       0.022925      -0.011051       0.401923
  -49040.000       0.020049       0.016333       0.399134
  -49035.000       0.017111       0.011609       0.399380
  -49030.000       0.014256      -0.008852       0.402494
  -49025.000       0.011623      -0.010303       0.407124
  -49020.000       0.009123       0.002145       0.411175
  -49015.000       0.006835       0.006826       0.412218
  -49010.000       0.004760       0.002098       0.408589
  -49005.000       0.003465      -0.001491       0.401208
  -49000.000       0.003907      -0.003607       0.394052
  -48995.000       0.005753      -0.004431       0.392410
  -48990.000       0.008040       0.003386       0.398744
  -48985.000       0.010164       0.009771       0.409690
  -48980.000       0.012052      -0.001739       0.418179
  -48975.000       0.013441      -0.013435       0.418560
  -48970.000       0.014113      -0.000836       0.410222
  -48965.000       0.013906       0.013833       0.398237
  -48960.000       0.012884       0.001396       0.390381
  -48955.000       0.011053      -0.011003       0.391790
  -48950.000       0.008317      -0.000766       0.400796
  -48945.000       0.004952       0.004942       0.410838
  -48940.000       0.001344      -0.000504       0.415985
  -48935.000       0.003152       0.002567       0.414204
  -48930.000       0.007385       0.003625       0.407587
  -48925.000       0.011575      -0.010003       0.400273
  -48920.000       0.015530      -0.008121       0.396060
  -48915.000       0.019077       0.015935       0.396814
  -48910.000       0.022263       0.013161       0.401754
  -48905.000       0.025019      -0.018933       0.408132
  -48900.000       0.027391      -0.019956       0.412435
  -48895.000       0.029297       0.017530       0.411934
  -48890.000       0.031008       0.026745       0.406248
  -48885.000       0.032324      -0.013673       0.398391
  -48880.000       0.033212      -0.031097       0.393986
  -48875.000       0.033490       0.009501       0.397215
  -48870.000       0.033284       0.032625       0.406679
  -48865.000       0.032381      -0.002775       0.415771
  -48860.000       0.030660      -0.030617       0.417743
  -48855.000       0.028052      -0.005431       0.410529
  -48850.000       0.024717       0.023337       0.398265
  -48845.000       0.020999       0.009982       0.389482
  -48840.000       0.017362      -0.012846       0.390887
  -48835.000       0.014814      -0.013347       0.401300
  -48830.000       0.014740      -0.000803       0.413463
  -48825.000       0.017465       0.015275       0.419857
  -48820.000       0.021963       0.016278       0.417508
  -48815.000       0.026968      -0.013195       0.408531
  -48810.000       0.031785      -0.029673       0.397889
  -48805.000       0.036056       0.009829       0.391205
  -48800.000       0.039766       0.038921       0.391722
  -48795.000       0.042674      -0.005637       0.398900
  -48790.000       0.044670      -0.044636       0.409116
  -48785.000       0.045865      -0.003343       0.417182
  -48780.000       0.046488       0.045578       0.418666
  -48775.000       0.046424       0.014566       0.412067
  -48770.000       0.045668      -0.041688       0.400518
  -48765.000       0.044328      -0.020875       0.391125
  -48760.000       0.042429       0.036251       0.390681
  -48755.000       0.039896       0.023060       0.399830
  -48750.000       0.036555      -0.027522       0.411876
  -48745.000       0.032513      -0.024311       0.418488
  -48740.000       0.027769       0.015330       0.415342
  -48735.000       0.022595       0.020527       0.404809
  -48730.000       0.016990      -0.003989       0.394517
  -48725.000       0.011909      -0.011858       0.391766
  -48720.000       0.009378      -0.006195       0.398291
  -48715.000       0.011444       0.002005       0.408782
  -48710.000       0.016267       0.015847       0.415916
  -48705.000       0.021639       0.009640       0.415852
  -48700.000       0.026542      -0.021819       0.408875
  -48695.000       0.030789      -0.019506       0.399311
  -48690.000       0.034272       0.025549       0.392695
  -48685.000       0.036686       0.025205       0.392674
  -48680.000       0.037923      -0.026721       0.399579
  -48675.000       0.038270      -0.028296       0.409743
  -48670.000       0.037900       0.023715       0.417887
  -48665.000       0.036788       0.030341       0.419320
  -48660.000       0.034897      -0.017799       0.412297
  -48655.000       0.032608      -0.028542       0.399768
  -48650.000       0.030045       0.014758       0.388776
  -48645.000       0.027241       0.023184       0.387201
  -48640.000       0.024137      -0.013872       0.396939
  -48635.000       0.021196      -0.016480       0.411708
  -48630.000       0.018552       0.012848       0.421996
  -48625.000       0.016367       0.010252       0.421466
  -48620.000       0.015049      -0.013487       0.410797
  -48615.000       0.015051      -0.002822       0.396699
  -48610.000       0.016082       0.016036       0.388496
  -48605.000       0.017515      -0.005250       0.391192
  -48600.000       0.019201      -0.017109       0.401505
  -48595.000       0.020645       0.011114       0.412050
  -48590.000       0.021359       0.017319       0.416604
  -48585.000       0.021369      -0.013514       0.413873
  -48580.000       0.020733      -0.015111       0.406455
  -48575.000       0.019369       0.014482       0.398540
  -48570.000       0.017264       0.009672       0.394545
  -48565.000       0.014992      -0.013809       0.396282
  -48560.000       0.013122      -0.001912       0.402985
  -48555.000       0.012136       0.011972       0.411085
  -48550.000       0.012709      -0.006129       0.415551
  -48545.000       0.015101      -0.010938       0.413169
  -48540.000       0.018545       0.014711       0.404156
  -48535.000       0.022317       0.011700       0.393765
  -48530.000       0.026415      -0.023558       0.389794
  -48525.000       0.030554      -0.012664       0.396253
  -48520.000       0.034523       0.031334       0.409315
  -48515.000       0.038063       0.017530       0.419792
  -48510.000       0.041257      -0.035298       0.420634
  -48505.000       0.043823      -0.024966       0.411055
  -48500.000       0.045542       0.036447       0.396992
  -48495.000       0.046236       0.027865       0.387858
  -48490.000       0.045939      -0.036731       0.389385
  -48485.000       0.044515      -0.027401       0.399680
  -48480.000       0.041687       0.031451       0.411345
  -48475.000       0.037637       0.026821       0.418205
  -48470.000       0.032612      -0.020460       0.417854
  -48465.000       0.026662      -0.022648       0.411145
  -48460.000       0.019904       0.007610       0.401677
  -48455.000       0.013315       0.013233       0.393294
  -48450.000       0.009019       0.004535       0.390344
  -48445.000       0.010968      -0.002252       0.395179
  -48440.000       0.017205      -0.016759       0.405292
  -48435.000       0.024200      -0.010806       0.415289
  -48430.000       0.031007       0.024967       0.418789
  -48425.000       0.037289       0.025910       0.413145
  -48420.000       0.042980      -0.027796       0.401748
  -48415.000       0.047869      -0.038443       0.392276
  -48410.000       0.051957       0.028940       0.391901
  -48405.000       0.055182       0.047456       0.400503
  -48400.000       0.057577      -0.025242       0.411075
  -48395.000       0.059021      -0.055349       0.415908
  -48390.000       0.059335       0.015079       0.412218
  -48385.000       0.058583       0.057637       0.403373
  -48380.000       0.056645      -0.007077       0.395801
  -48375.000       0.053535      -0.053349       0.394574
  -48370.000       0.049096       0.001622       0.399516
  -48365.000       0.043563       0.043530       0.406820
  -48360.000       0.036932       0.005141       0.412344
  -48355.000       0.029446      -0.028313       0.413615
  -48350.000       0.021526      -0.009882       0.410611
  -48345.000       0.014311       0.009663       0.403992
  -48340.000       0.010371       0.010369       0.396409
  -48335.000       0.013387       0.009012       0.392032
  -48330.000       0.020012      -0.009151       0.394082
  -48325.000       0.027085      -0.025896       0.403047
  -48320.000       0.033649       0.005599       0.413994
  -48315.000       0.039309       0.039265       0.420033
  -48310.000       0.043868       0.002871       0.416936
  -48305.000       0.047287      -0.046734       0.405737
  -48300.000       0.049553      -0.010162       0.393373
  -48295.000       0.050742       0.049365       0.388112
  -48290.000       0.050774       0.013048       0.393449
  -48285.000       0.049873      -0.047554       0.404792
  -48280.000       0.047978      -0.017631       0.414218
  -48275.000       0.045286       0.040679       0.416712
  -48270.000       0.041651       0.020729       0.412229
  -48265.000       0.037276      -0.031580       0.404796
  -48260.000       0.032179      -0.017310       0.398668
  -48255.000       0.026450       0.022604       0.396318
  -48250.000       0.020141       0.009235       0.397795
  -48245.000       0.013786      -0.013100       0.401775
  -48240.000       0.008536       0.001015       0.406914
  -48235.000       0.007707       0.004131       0.410877
  -48230.000       0.012135      -0.012129       0.411433
  -48225.000       0.017762       0.002749       0.407521
  -48220.000       0.023087       0.022421       0.400758
  -48215.000       0.027679      -0.008269       0.396033
  -48210.000       0.031176      -0.029297       0.397397
  -48205.000       0.033403       0.012152       0.404520
  -48200.000       0.034328       0.031995       0.412039
  -48195.000       0.034109      -0.011832       0.414102
  -48190.000       0.032719      -0.030860       0.409000
  -48185.000       0.030337       0.010344       0.400072
  -48180.000       0.027078       0.025000       0.393995
  -48175.000       0.023382      -0.010585       0.395098
  -48170.000       0.019383      -0.016287       0.402133
  -48165.000       0.015562       0.010444       0.409993
  -48160.000       0.012844       0.006646       0.414019
  -48155.000       0.012439      -0.012287       0.413055
  -48150.000       0.014647       0.002718       0.408163
  -48145.000       0.018584       0.017034       0.401778
  -48140.000       0.023449      -0.012018       0.396402
  -48135.000       0.028359      -0.023160       0.394141
  -48130.000       0.033031       0.020330       0.396797
  -48125.000       0.037289       0.028824       0.403847
  -48120.000       0.040798      -0.025544       0.412289
  -48115.000       0.043205      -0.034560       0.417235
  -48110.000       0.044410       0.025264       0.415161
  -48105.000       0.044475       0.037325       0.406672
  -48100.000       0.043089      -0.022924       0.396479
  -48095.000       0.040204      -0.033977       0.391301
  -48090.000       0.035890       0.019267       0.394350
  -48085.000       0.030593       0.026190       0.403207
  -48080.000       0.024277      -0.011162       0.411780
  -48075.000       0.017141      -0.015992       0.415095
  -48070.000       0.009640       0.001596       0.412325
  -48065.000       0.003449       0.002539       0.405756
  -48060.000       0.007535       0.005813       0.399677
  -48055.000       0.015068       0.012204       0.397065
  -48050.000       0.022396      -0.011081       0.398643
  -48045.000       0.029190      -0.026419       0.403236
  -48040.000       0.035495       0.012505       0.408019
  -48035.000       0.041268       0.039687       0.410633
  -48030.000       0.046255      -0.008820       0.409592
  -48025.000       0.050446      -0.050093       0.405181
  -48020.000       0.053752       0.003276       0.399889
  -48015.000       0.056214       0.056206       0.397126
  -48010.000       0.057509       0.001429       0.399444
  -48005.000       0.057629      -0.057470       0.405801
  -48000.000       0.056426      -0.007718       0.412172
  -47995.000       0.054058       0.052840       0.414177
  -47990.000       0.050192       0.014234       0.409902
  -47985.000       0.044981      -0.042247       0.401488
  -47980.000       0.038636      -0.015046       0.393941
  -47975.000       0.031393       0.028164       0.392650
  -47970.000       0.023400       0.012477       0.398758
  -47965.000       0.015404      -0.010753       0.408667
  -47960.000       0.009152      -0.009037       0.416578
  -47955.000       0.009819      -0.007702       0.417833
  -47950.000       0.016343       0.002155       0.412119
  -47945.000       0.023795       0.023697       0.402207
  -47940.000       0.030763       0.006056       0.393428
  -47935.000       0.037063      -0.035869       0.390940
  -47930.000       0.042366      -0.012609       0.395767
  -47925.000       0.046615       0.043597       0.405255
  -47920.000       0.049710       0.021117       0.414111
  -47915.000       0.051910      -0.044909       0.417907
  -47910.000       0.053060      -0.030472       0.414844
  -47905.000       0.053274       0.041305       0.406207
  -47900.000       0.052474       0.034917       0.396642
  -47895.000       0.050813      -0.037134       0.391643
  -47890.000       0.048236      -0.033417       0.394556
  -47885.000       0.044788       0.031552       0.403539
  -47880.000       0.040441       0.029692       0.412833
  -47875.000       0.035270      -0.022817       0.416765
  -47870.000       0.029343      -0.022814       0.412827
  -47865.000       0.022817       0.014723       0.403728
  -47860.000       0.016073       0.011117       0.395359
  -47855.000       0.009667      -0.008585       0.393605
  -47850.000       0.005846       0.002143       0.399595
  -47845.000       0.008882       0.002443       0.408548
  -47840.000       0.014460      -0.014459       0.414704
  -47835.000       0.019901       0.001530       0.414090
  -47830.000       0.024671       0.024501       0.407383
  -47825.000       0.028594      -0.004294       0.398891
  -47820.000       0.031372      -0.030822       0.393566
  -47815.000       0.033141       0.007414       0.394992
  -47810.000       0.033948       0.032863       0.402153
  -47805.000       0.033964      -0.008697       0.411110
  -47800.000       0.033154      -0.032120       0.417091
  -47795.000       0.031771       0.007671       0.416415
  -47790.000       0.030078       0.029055       0.408898
  -47785.000       0.028197      -0.008642       0.397704
  -47780.000       0.026344      -0.024129       0.389399
  -47775.000       0.024704       0.013057       0.389916
  -47770.000       0.023802       0.017977       0.399753
  -47765.000       0.023497      -0.017781       0.413215
  -47760.000       0.023999      -0.013280       0.421833
  -47755.000       0.025300       0.022484       0.420535
  -47750.000       0.027100       0.010116       0.409756
  -47745.000       0.028976      -0.027866       0.395803
  -47740.000       0.030715      -0.004962       0.387673
  -47735.000       0.032187       0.032131       0.390214
  -47730.000       0.032887      -0.000260       0.401140
  -47725.000       0.032710      -0.032683       0.412645
  -47720.000       0.031625       0.001605       0.418279
  -47715.000       0.029709       0.029672       0.415967
  -47710.000       0.026674      -0.001601       0.407690
