  -9.6771481e+00	  -5.9297597e+00	   3.2532742e+01	
  -8.1426721e+00	  -4.3629053e+00	   3.0957161e+01	
  -6.7445154e+00	  -3.6137326e+00	   2.8930260e+01	
  -5.6775724e+00	  -3.4968896e+00	   2.6825470e+01	
  -5.0042113e+00	  -3.8107580e+00	   2.4840414e+01	
  -4.7121830e+00	  -4.4296646e+00	   2.3077823e+01	
  -4.7663319e+00	  -5.3071847e+00	   2.1611106e+01	
  -5.1376339e+00	  -6.4475624e+00	   2.0522867e+01	
  -5.8115116e+00	  -7.8684691e+00	   1.9928872e+01	
  -6.7795270e+00	  -9.5531610e+00	   1.9992303e+01	
  -8.0145347e+00	  -1.1381274e+01	   2.0914665e+01	
  -9.4275596e+00	  -1.3042735e+01	   2.2864607e+01	
  -1.0815950e+01	  -1.4000464e+01	   2.5797962e+01	
  -1.1847333e+01	  -1.3657169e+01	   2.9214728e+01	
  -1.2156124e+01	  -1.1805890e+01	   3.2135759e+01	
  -1.1559557e+01	  -8.9973342e+00	   3.3602950e+01	
  -1.0215675e+01	  -6.2409846e+00	   3.3344102e+01	
  -8.5334860e+00	  -4.2771974e+00	   3.1815457e+01	
  -6.9277683e+00	  -3.2623017e+00	   2.9678404e+01	
  -5.6555718e+00	  -2.9942582e+00	   2.7405588e+01	
  -4.8068043e+00	  -3.2169875e+00	   2.5237582e+01	
  -4.3708820e+00	  -3.7608064e+00	   2.3282972e+01	
  -4.3030103e+00	  -4.5567509e+00	   2.1604681e+01	
  -4.5638255e+00	  -5.6063956e+00	   2.0267661e+01	
  -5.1343940e+00	  -6.9449180e+00	   1.9366679e+01	
  -6.0135711e+00	  -8.5998233e+00	   1.9047801e+01	
  -7.1998086e+00	  -1.0530781e+01	   1.9520167e+01	
  -8.6533873e+00	  -1.2535850e+01	   2.1028517e+01	
  -1.0236551e+01	  -1.4147008e+01	   2.3723302e+01	
  -1.1654662e+01	  -1.4647383e+01	   2.7381514e+01	
  -1.2478301e+01	  -1.3435646e+01	   3.1141771e+01	
  -1.2337514e+01	  -1.0659230e+01	   3.3737919e+01	
  -1.1199799e+01	  -7.3551794e+00	   3.4361875e+01	
  -9.4320977e+00	  -4.6669230e+00	   3.3214297e+01	
  -7.5516828e+00	  -3.0794679e+00	   3.1073020e+01	
  -5.9464759e+00	  -2.4606204e+00	   2.8618194e+01	
  -4.7876188e+00	  -2.4812746e+00	   2.6213034e+01	
  -4.0897652e+00	  -2.8824009e+00	   2.4003854e+01	
  -3.8003455e+00	  -3.5350919e+00	   2.2048925e+01	
  -3.8607681e+00	  -4.4128517e+00	   2.0390141e+01	
  -4.2348840e+00	  -5.5506947e+00	   1.9087303e+01	
  -4.9154791e+00	  -7.0093392e+00	   1.8241862e+01	
  -5.9164867e+00	  -8.8346659e+00	   1.8021277e+01	
  -7.2502574e+00	  -1.0989447e+01	   1.8676390e+01	
  -8.8813533e+00	  -1.3235109e+01	   2.0511569e+01	
  -1.0650408e+01	  -1.4991715e+01	   2.3717821e+01	
  -1.2197893e+01	  -1.5363972e+01	   2.7997747e+01	
  -1.3000678e+01	  -1.3657425e+01	   3.2226666e+01	
  -1.2643542e+01	  -1.0217940e+01	   3.4854632e+01	
  -1.1168601e+01	  -6.4501557e+00	   3.5098075e+01	
  -9.0839050e+00	  -3.6461804e+00	   3.3454245e+01	
  -6.9964422e+00	  -2.1605177e+00	   3.0925602e+01	
  -5.2973447e+00	  -1.6867505e+00	   2.8227615e+01	
  -4.1166473e+00	  -1.8073098e+00	   2.5673618e+01	
  -3.4259122e+00	  -2.2451520e+00	   2.3359509e+01	
  -3.1436448e+00	  -2.8816362e+00	   2.1310669e+01	
  -3.1965909e+00	  -3.7063220e+00	   1.9546577e+01	
  -3.5442032e+00	  -4.7712597e+00	   1.8107078e+01	
  -4.1827799e+00	  -6.1603825e+00	   1.7072399e+01	
  -5.1390243e+00	  -7.9607871e+00	   1.6590135e+01	
  -6.4529462e+00	  -1.0210191e+01	   1.6908684e+01	
  -8.1395449e+00	  -1.2784177e+01	   1.8390385e+01	
  -1.0111569e+01	  -1.5204266e+01	   2.1414791e+01	
  -1.2064764e+01	  -1.6488696e+01	   2.6013139e+01	
  -1.3419973e+01	  -1.5480060e+01	   3.1265189e+01	
  -1.3536150e+01	  -1.1958042e+01	   3.5252794e+01	
  -1.2208971e+01	  -7.3703382e+00	   3.6441195e+01	
  -9.9150698e+00	  -3.6321526e+00	   3.5029201e+01	
  -7.4302621e+00	  -1.5300649e+00	   3.2297508e+01	
  -5.3215591e+00	  -7.6015130e-01	   2.9286902e+01	
  -3.8013466e+00	  -7.4537399e-01	   2.6445088e+01	
  -2.8462565e+00	  -1.0769790e+00	   2.3879770e+01	
  -2.3453276e+00	  -1.5627663e+00	   2.1590620e+01	
  -2.1884122e+00	  -2.1553218e+00	   1.9563591e+01	
  -2.3014161e+00	  -2.8869035e+00	   1.7796722e+01	
  -2.6536609e+00	  -3.8337495e+00	   1.6309684e+01	
  -3.2550568e+00	  -5.1010296e+00	   1.5157591e+01	
  -4.1506125e+00	  -6.8127731e+00	   1.4457607e+01	
  -5.4111049e+00	  -9.0839498e+00	   1.4433500e+01	
  -7.1087681e+00	  -1.1933751e+01	   1.5470847e+01	
  -9.2528207e+00	  -1.5077647e+01	   1.8120636e+01	
  -1.1653235e+01	  -1.7596912e+01	   2.2849867e+01	
  -1.3745894e+01	  -1.7864872e+01	   2.9264295e+01	
  -1.4633379e+01	  -1.4645809e+01	   3.5278395e+01	
  -1.3672918e+01	  -8.9946924e+00	   3.8162139e+01	
  -1.1161281e+01	  -3.7432323e+00	   3.7272253e+01	
  -8.1022551e+00	  -6.0625069e-01	   3.4245306e+01	
  -5.3745067e+00	   6.2294946e-01	   3.0755014e+01	
  -3.3474977e+00	   8.0426471e-01	   2.7519431e+01	
  -2.0121660e+00	   5.8473678e-01	   2.4663906e+01	
  -1.2090480e+00	   2.8313074e-01	   2.2142139e+01	
  -7.6627252e-01	   1.0751738e-02	   1.9896413e+01	
  -5.5138642e-01	  -2.1868535e-01	   1.7885897e+01	
  -4.7866123e-01	  -4.2843499e-01	   1.6082489e+01	
  -5.0067566e-01	  -6.5316077e-01	   1.4465261e+01	
  -5.9793255e-01	  -9.3231094e-01	   1.3018114e+01	
  -7.7150326e-01	  -1.3126166e+00	   1.1729963e+01	
  -1.0397985e+00	  -1.8551820e+00	   1.0597263e+01	
  -1.4393093e+00	  -2.6457171e+00	   9.6302705e+00	
  -2.0289654e+00	  -3.8074303e+00	   8.8669336e+00	
  -2.8974674e+00	  -5.5139902e+00	   8.4029001e+00	
  -4.1709084e+00	  -7.9900839e+00	   8.4537664e+00	
  -6.0101382e+00	  -1.1455499e+01	   9.4714317e+00	
  -8.5639790e+00	  -1.5889605e+01	   1.2301571e+01	
  -1.1796236e+01	  -2.0399377e+01	   1.8144973e+01	
  -1.5098385e+01	  -2.2354026e+01	   2.7494768e+01	
  -1.6979903e+01	  -1.8392832e+01	   3.7579289e+01	
  -1.5920176e+01	  -9.3310741e+00	   4.2678650e+01	
  -1.2185933e+01	  -9.8563766e-01	   4.1040245e+01	
  -7.6308891e+00	   3.2974114e+00	   3.6378094e+01	
  -3.7534859e+00	   4.5469642e+00	   3.1846026e+01	
  -9.9698625e-01	   4.5752469e+00	   2.8229160e+01	
   8.0877556e-01	   4.4115413e+00	   2.5369994e+01	
   1.9973858e+00	   4.4649605e+00	   2.3046366e+01	
   2.8712466e+00	   4.8668304e+00	   2.1148246e+01	
   3.6572158e+00	   5.6578917e+00	   1.9660326e+01	
