4147.8;-16.764
4150.6;-15.757
4153.5;-15.432
4156.4;-15.666
4159.3;-15.739
4162.2;-15.85
4165;-16.246
4167.9;-16.324
4170.8;-16.266
4173.7;-16.11
4176.6;-16.02
4179.5;-15.989
4182.3;-16.087
4185.2;-16.192
4188.1;-16.376
4193.9;-16.57
4199.6;-16.635
4205.4;-16.533
4211.1;-16.341
4216.9;-16.336
4222.7;-16.402
4228.4;-16.793
4234.2;-17.177
4240;-17.49
4245.7;-17.192
4251.5;-16.815
4257.2;-16.785
4263;-16.365
4268.8;-16.308
4274.5;-16.197
4280.3;-16.474
4286;-16.734
4291.8;-17.018
4297.6;-17.077
4303.3;-16.468
4306.2;-16.831
4309.1;-17.037
4312;-17.145
4314.9;-17.018
4317.7;-17.383
4320.6;-17.425
4323.5;-17.307
4326.4;-17.117
4329.3;-16.985
4332.1;-16.923
4335;-16.815
4337.9;-16.938
4340.8;-16.658
4343.7;-16.836
4346.5;-16.83
4349.4;-16.753
4352.3;-17.128
4355.2;-16.985
4358.1;-16.675
4361;-16.787
4363.8;-16.719
4366.7;-16.616
4369.6;-16.675
4372.2;-16.653
4375.1;-16.664
4378;-16.774
4380.8;-16.794
4383.7;-16.9
4386.6;-16.948
4389.5;-16.966
4392.4;-17.096
4395.2;-16.965
4398.1;-16.942
4401;-17.224
4403.9;-17.334
4406.8;-17.253
4409.6;-17.106
4412.5;-16.982
4415.4;-16.942
4418.3;-16.951
4421.2;-16.849
4424;-16.945
4426.9;-16.842
4429.8;-16.988
4433;-16.957
4435.9;-16.987
4438.7;-16.802
4441.6;-17.013
4444.5;-17.456
4447.4;-17.908
4450.3;-17.632
4453.1;-17.452
4456;-17.339
4458.9;-17.264
4461.8;-16.988
4464.7;-16.998
4467.5;-16.896
4470.4;-16.907
4473.3;-17.1
4476.2;-17.133
4479.1;-17.19
4482;-17.36
4484.8;-17.644
4487.7;-18.055
4490.6;-17.743
4493.5;-17.546
4496.4;-17.339
4499.2;-17.388
4502.1;-17.008
4505;-16.681
4507.9;-16.528
4510.8;-16.521
4513.6;-16.492
4516.5;-16.689
4519.4;-16.739
4522.3;-16.781
4525.2;-16.857
4528;-17.31
4530.9;-17.558
4533.8;-17.868
4536.7;-17.689
4539.6;-17.685
4542.5;-17.539
4545.3;-17.426
4548.2;-17.417
4551.1;-17.192
4554;-16.993
4556.9;-17.518
4559.7;-18.262
4562.6;-17.181
4565.5;-16.383
4568.4;-16.147
4571.3;-16.355
4574.1;-16.829
4577;-16.737
4579.9;-16.617
4582.8;-16.777
4585.7;-16.938
4588.5;-16.741
4591.4;-16.56
4594.3;-16.376
4600.1;-16.388
4605.8;-16.14
4611.6;-16.428
4617.4;-16.88
4623.1;-17.126
4628.9;-17.172
4634.6;-17.28
4640.4;-17.253
4646.2;-17.207
4651.9;-17.052
4657.7;-16.949
4663.5;-16.879
4669.2;-16.751
4675;-16.767
4680.7;-16.609
4686.5;-17.051
4692.3;-17.625
4698;-17.785
4703.8;-17.896
4709.5;-17.951
4715.3;-18.088
4721.1;-18.123
4726.8;-18.026
4732.6;-17.63
4738.4;-17.498
4744.1;-17.309
4749.9;-17.377
4755.6;-17.348
4761.4;-17.664
4767.2;-17.778
4772.9;-17.841
4778.7;-18.054
4784.5;-17.894
4790.2;-17.782
4796;-17.502
4801.7;-17.557
4807.5;-17.483
4813.3;-17.545
4819;-17.607
4824.8;-17.679
4830.5;-17.726
4836.3;-17.946
4842.1;-18.296
4847.8;-18.688
4853.6;-18.585
4859.4;-18.037
4865.1;-17.877
4870.9;-18.068
4876.6;-18.177
4882.4;-18.261
4888.2;-18.161
4893.9;-18.09
4899.7;-18.022
4905.5;-17.975
4911.2;-18.042
4917;-17.98
4922.7;-17.95
4928.5;-17.984
4934.3;-18.076
4940;-17.913
4945.8;-18.271
4951.5;-18.496
4957.3;-18.648
4963.1;-18.728
4968.8;-18.878
4974.6;-18.923
4980.4;-19.21
4986.1;-19.559
4991.9;-18.541
4997.6;-18.73
5003.4;-18.518
5006.3;-18.421
5009.2;-18.273
5012;-18.111
5014.9;-17.984
5017.8;-18.065
5020.7;-18.204
5023.6;-17.767
5026.5;-18.04
5029.3;-17.941
5032.2;-18.97
5035.1;-18.609
5038;-18.68
5040.9;-18.273
5043.7;-17.342
5046.6;-16.834
5049.5;-16.909
5052.4;-16.448
5055.3;-16.159
5058.1;-16.231
5061;-16.499
5063.9;-16.83
5066.8;-16.9
5069.7;-16.954
5072.5;-16.98
5075.4;-16.978
5078.3;-17.225
5081.2;-17.319
5084.1;-17.304
5087;-17.38
5089.8;-17.107
5092.7;-17.031
5098.5;-17.309
5101.4;-17.36
5104.2;-17.304
5107.1;-17.232
5110;-17.341
5112.2;-17.277
5114.5;-17.227
5116.7;-17.027
5119;-17.062
5121.2;-17.18
5123.4;-16.999
5125.7;-16.934
5127.9;-17.359
5130.1;-17.543
5132.4;-17.778
5134.6;-17.591
5136.9;-18.29
5139.1;-18.456
5143.6;-17.517
5145.8;-17.219
5148;-17.146
5150.3;-17.375
5152.5;-17.32
5154.8;-17.301
5157;-17.012
5161.5;-16.839
5166;-15.683
5170.4;-16.116
5174.9;-16.047
5179.4;-16.198
5183.9;-16.49
5188.3;-16.515
5199.5;-18.205
5206.2;-17.07
5213;-17.641
5219.7;-18.547
5226.4;-18.387
5239.8;-18.877
5246.5;-18.99
5253.2;-19.075
5260;-18.9
5266.7;-18.442
5273.4;-18.166
5280.1;-17.627
5286.8;-17.387
5293.5;-17.068
5300.2;-17.055
5307;-16.999
5313.7;-16.965
5320.4;-17.183
5327.1;-17.067
5333.8;-16.737
5340.5;-16.829
5347.2;-16.659
5354;-17.054
5360.7;-17.071
5367.4;-17.041
5369.6;-17.298
5371.9;-17.599
5374.1;-17.567
5376.3;-17.473
5378.6;-17.484
5380.8;-17.467
5383;-17.259
5387.5;-17.012
5392;-17.125
5396.5;-17.186
5403.2;-17.482
5409.9;-17.54
5416.6;-17.591
5423.3;-17.627
5430;-17.712
5436.8;-17.519
5443.5;-17.476
5450.2;-17.659
5456.9;-17.389
5470.3;-17.35
5477;-17.293
5483.8;-17.238
5490.5;-17.219
5497.2;-17.111
5503.9;-17.144
5510.6;-17.459
5517.3;-17.817
5524;-17.827
5530.8;-17.938
5537.5;-17.715
5544.2;-17.541
5550.9;-17.221
5557.6;-17.182
5564.3;-17.204
5571;-17.334
5573.3;-17.371
5575.5;-17.255
5577.8;-17.218
5580;-17.167
5582.5;-17.435
5585;-17.751
5587.5;-17.849
5590;-17.898
5592.5;-17.816
5595;-17.718
5597.5;-17.84
5605;-17.814
5612.5;-17.844
5620;-17.889
5627.5;-17.91
5635;-17.965
5642.5;-18.435
5650;-18.081
5657.5;-19.729
5665;-19.318
5672.5;-18.853
5680;-18.956
5687.5;-19.462
5695;-19.69
5702.5;-18.811
5707.5;-18.388
5712.5;-18.241
5717.5;-17.858
5722.5;-17.858
5725;-17.566
5727.5;-17.393
5730;-17.41
5732.5;-17.404
5737.5;-17.466
5742.5;-17.442
5747.5;-17.495
5752.5;-17.563
5757.5;-17.598
5762.5;-17.537
5767.5;-17.491
5772.5;-17.258
5777.5;-17.72
5782.5;-18.046
5787.5;-18.461
5792.5;-18.495
5797.5;-18.35
5802.5;-18.199
5807.5;-18.158
5812.5;-17.988
5817.5;-18.045
5822.5;-17.997
5827.5;-17.962
5832.5;-18.095
5837.5;-18.356
5842.5;-18.438
5847.5;-18.298
5852.5;-18.177
5857.5;-18.059
5860;-17.795
5862.5;-17.705
5865;-17.591
5867.5;-17.479
5870;-17.296
5872.5;-17.577
5875;-17.588
5877.5;-17.525
5880;-17.676
5882.9;-17.546
5885.5;-17.668
5888.4;-17.629
5891.3;-17.705
5894.2;-17.844
5897.1;-17.865
5900;-17.892
5902.9;-17.616
5905.8;-17.845
5908.7;-18.24
5911.6;-18.344
5914.5;-18.535
5917.4;-18.544
5920.3;-18.606
5923.2;-18.598
5926.1;-18.837
5929;-18.978
5931.9;-19.103
5934.8;-19.104
5937.7;-18.949
5940.6;-18.933
5943.5;-18.886
5946.4;-18.791
5949.3;-18.726
5952.2;-18.535
5955.1;-18.453
5958;-18.468
5960.9;-18.517
5963.8;-18.387
5966.7;-18.222
5969.6;-18.169
5972.5;-17.92
5975.4;-17.912
5978.3;-17.887
5981.2;-18.065
5984.1;-18.012
5987;-18.037
5989.9;-18.084
5992.8;-18.333
5995.7;-18.389
5998.6;-18.58
6001.5;-18.565
6004.4;-18.364
6007.3;-18.921
6010.2;-18.937
6013.1;-18.979
6016;-19.061
6018.9;-19.112
6021.8;-19.038
6024.7;-19.148
6027.6;-19.227
6030.5;-19.43
6033.4;-19.419
6036.3;-19.03
6039.2;-18.615
6042.1;-18.3
6045;-18.235
6047.9;-18.124
6050.8;-18.14
6053.7;-18.043
6056.6;-18.317
6059.5;-18.428
6062.4;-18.615
6065.3;-18.999
6068.2;-19.135
6071.1;-19.11
6074;-18.867
6076.9;-19.134
6079.8;-19.033
6082.7;-18.889
6085.6;-18.454
6088.5;-18.284
6091.4;-18.521
6094.3;-18.843
6097.2;-19.126
6100.1;-19.152
6103;-18.959
6105.9;-18.921
6108.8;-19
6111.7;-19.055
6114.6;-18.907
6117.5;-18.941
6120.4;-18.97
6123.3;-18.809
6126.2;-18.408
6129.1;-18.31
6132;-18.054
6134.9;-18.146
6137.8;-17.929
6140.7;-18.361
6143.6;-18.216
6146.5;-17.877
6149.4;-17.482
6152.3;-17.457
6155.2;-17.826
6158.1;-18.026
6161;-18.048
6163.9;-17.81
6166.8;-17.809
6169.7;-18.3
6174.4;-18.689
6179.3;-18.76
6184.3;-18.781
6189.2;-18.627
6194.1;-18.769
6199;-18.943
6203.9;-18.205
6208.8;-18.334
6213.8;-18.609
6218.7;-19.249
6223.6;-19.543
6231.5;-19.699
6238.8;-19.283
6246.2;-18.949
6253.6;-18.534
6261;-18.76
6268.3;-18.215
6275.7;-18.459
6283.1;-18.952
6290.5;-18.224
6297.8;-18.039
6305.2;-18.116
6312.6;-18.036
6320;-17.902
6327.3;-17.718
6334.7;-17.883
6342.1;-18.211
6349.5;-18.606
6356.8;-18.657
6364.2;-18.42
6371.6;-18.267
6379;-17.967
6386.3;-17.744
6393.7;-17.707
6401.1;-17.885
6408.5;-17.968
6415.8;-18.11
6423.2;-18.215
6430.6;-18.365
6438;-18.358
6445.3;-18.438
6452.7;-18.569
6460.1;-18.825
6467.5;-19.021
6474.8;-18.946
6482.2;-18.903
6489.6;-18.732
6497;-18.509
6504.3;-18.59
6511.7;-18.603
6519.1;-18.845
6526.5;-18.571
6533.3;-18.736
6540.7;-18.783
6548.1;-18.821
6555.5;-18.828
6562.8;-18.788
6570.2;-18.513
6577.6;-18.797
6585;-18.786
6592.3;-18.974
6599.7;-18.676
6607.1;-18.811
6614.5;-18.813
6621.8;-18.788
6629.2;-19.06
6636.6;-19.106
6644;-19.06
6651.3;-19.191
6658.7;-18.902
6666.1;-19.172
6673.5;-19.155
6680.8;-19.121
6688.2;-19.283
6695.6;-19.281
6703;-19.178
6710.3;-18.801
6717.7;-18.787
6725.1;-18.361
6732.5;-18.205
6739.8;-18.585
6747.2;-18.41
6754.6;-18.954
6761.7;-19.327
6768.3;-19.014
6774.8;-18.962
6781.3;-19.42
6787.8;-18.39
6794.3;-18.526
6800.9;-17.839
6807.4;-18.677
6813.9;-18.324
6820.4;-18.593
6827;-19.207
6833.5;-19.249
6840;-19.468
6844.8;-19.998
6849.1;-20.241
6853.5;-18.721
6857.8;-17.845
6862.2;-18.152
6866.5;-19.108
6870.9;-19.085
6875.2;-18.914
6879.6;-19.096
6883.9;-18.82
6888.3;-19.232
6892.6;-19.657
6897;-18.546
6901.3;-18.801
6905.7;-18.015
6910;-17.231
6914.3;-18.315
6918.7;-18.358
6923;-18.856
6927.4;-19.112
6931.7;-18.837
6936.1;-19.148
6940.4;-18.751
6944.8;-18.905
6949.1;-19.585
6953.5;-19.095
6957.8;-18.466
6962.2;-18.978
6966.5;-18.95
6970.9;-19.239
6975.2;-19.504
6979.6;-18.163
6983.9;-18.251
